Time,"Edge(1, 2)","Edge(1, 3)","Edge(2, 3)"
0.0013630390167236328,0.0,0.0,0.0
0.13568902015686035,0.0,0.0,0.0
0.18178892135620117,0.0,0.0,0.0
0.23973798751831055,0.0,0.0,0.0
0.27584314346313477,0.0,0.0,0.0
0.3222780227661133,0.0,0.0,0.0
0.3674459457397461,0.0,0.0,0.0
0.4128379821777344,0.0,0.0,0.0
0.44934892654418945,0.0,0.0,0.0
0.48217201232910156,0.0,0.0,0.0
0.5131220817565918,0.0,0.0,0.0
0.5461161136627197,0.0,0.0,0.0
0.579556941986084,0.0,0.0,0.0
0.620703935623169,0.0,0.0,0.0
0.674760103225708,0.0,0.0,0.0
0.7657270431518555,0.0,0.0,0.0
0.8046960830688477,0.0,0.0,0.0
0.8454010486602783,0.0,0.0,0.0
0.8949921131134033,0.0,0.0,0.0
0.9343030452728271,0.0,0.0,0.0
0.9730029106140137,0.0,0.0,0.0
1.0261399745941162,0.0,0.0,0.0
1.07328200340271,0.0,0.0,0.0
1.1357591152191162,0.0,0.0,0.0
1.1971430778503418,0.0,0.0,0.0
1.2489209175109863,0.0,0.0,0.0
1.3092341423034668,0.0,0.0,0.0
1.37015700340271,0.0,0.0,0.0
1.4160990715026855,0.0,0.0,0.0
1.4575440883636475,0.0,0.0,0.0
1.5014910697937012,0.0,0.0,0.0
1.5512540340423584,0.0,0.0,0.0
1.6073219776153564,0.0,0.0,0.0
1.6541600227355957,0.0,0.0,0.0
1.7063031196594238,0.0,0.0,0.0
1.7465240955352783,0.0,0.0,0.0
1.7913269996643066,0.0,0.0,0.0
1.836529016494751,0.0,0.0,0.0
1.8828260898590088,0.0,0.0,0.0
1.9314630031585693,0.0,0.0,0.0
1.9784431457519531,0.0,0.0,0.0
2.0312390327453613,0.0,0.0,0.0
2.0824410915374756,0.0,0.0,0.0
2.1358771324157715,0.0,0.0,0.0
2.18072509765625,0.0,0.0,0.0
2.2315170764923096,0.0,0.0,0.0
2.283496141433716,0.0,0.0,0.0
2.335629940032959,0.0,0.0,0.0
2.3882980346679688,0.0,0.0,0.0
2.4346940517425537,0.0,0.0,0.0
2.4849939346313477,0.0,0.0,0.0
2.5269370079040527,0.0,0.0,0.0
2.57295298576355,0.0,0.0,0.0
2.619394063949585,0.0,0.0,0.0
2.6633429527282715,0.0,0.0,0.0
2.70774507522583,0.0,0.0,0.0
2.749587059020996,0.0,0.0,0.0
2.797584056854248,0.0,0.0,0.0
2.8772330284118652,0.0,0.0,0.0
2.9375650882720947,0.0,0.0,0.0
2.9930219650268555,0.0,0.0,0.0
3.037316083908081,0.0,0.0,0.0
3.087528944015503,0.0,0.0,0.0
3.138075113296509,0.0,0.0,0.0
3.18312406539917,0.0,0.0,0.0
3.2380831241607666,0.0,0.0,0.0
3.2953641414642334,0.0,0.0,0.0
3.3399910926818848,0.0,0.0,0.0
3.397099018096924,0.0,0.0,0.0
3.456526041030884,0.0,0.0,0.0
3.5044190883636475,0.0,0.0,0.0
3.5540950298309326,0.0,0.0,0.0
3.59812593460083,0.0,0.0,0.0
3.6458139419555664,0.0,0.0,0.0
3.7010109424591064,0.0,0.0,0.0
3.757843017578125,0.0,0.0,0.0
3.8076300621032715,0.0,0.0,0.0
3.8520209789276123,0.0,0.0,0.0
3.896243095397949,0.0,0.0,0.0
3.953016996383667,0.0,0.0,0.0
4.001173973083496,0.0,0.0,0.0
4.047662019729614,0.0,0.0,0.0
4.096583127975464,0.0,0.0,0.0
4.157443046569824,0.0,0.0,0.0
4.217790126800537,0.0,0.0,0.0
4.270214080810547,0.0,0.0,0.0
4.3351731300354,0.0,0.0,0.0
4.386912107467651,0.0,0.0,0.0
4.443011999130249,0.0,0.0,0.0
4.494524955749512,0.0,0.0,0.0
4.544219017028809,0.0,0.0,0.0
4.591665029525757,0.0,0.0,0.0
4.644443035125732,0.0,0.0,0.0
4.688607931137085,0.0,0.0,0.0
4.7362120151519775,0.0,0.0,0.0
4.792155027389526,0.0,0.0,0.0
4.841671943664551,0.0,0.0,0.0
4.893222093582153,0.0,0.0,0.0
4.946835994720459,0.0,0.0,0.0
5.000044107437134,0.0,0.0,0.0
5.052220106124878,0.0,0.0,0.0
5.095725059509277,0.0,0.0,0.0
5.146989107131958,0.0,0.0,0.0
5.1963770389556885,0.0,0.0,0.0
5.249254941940308,0.0,0.0,0.0
5.300457954406738,0.0,0.0,0.0
5.344619035720825,0.0,0.0,0.0
5.3973259925842285,0.0,0.0,0.0
5.451872110366821,0.0,0.0,0.0
5.501403093338013,0.0,0.0,0.0
5.556535005569458,0.0,0.0,0.0
5.6019909381866455,0.0,0.0,0.0
5.656429052352905,0.0,0.0,0.0
5.707343101501465,0.0,0.0,0.0
5.756298065185547,0.0,0.0,0.0
5.80600905418396,0.0,0.0,0.0
5.847845077514648,0.0,0.0,0.0
5.903348922729492,0.0,0.0,0.0
5.945482969284058,0.0,0.0,0.0
5.998701095581055,0.0,0.0,0.0
6.050528049468994,0.0,0.0,0.0
6.098973035812378,0.0,0.0,0.0
6.148733139038086,0.0,0.0,0.0
6.194342136383057,0.0,0.0,0.0
6.245110034942627,0.0,0.0,0.0
6.287231922149658,0.0,0.0,0.0
6.338030099868774,0.0,0.0,0.0
6.387295961380005,0.0,0.0,0.0
6.426558971405029,0.0,0.0,0.0
6.4833760261535645,0.0,0.0,0.0
6.53820013999939,0.0,0.0,0.0
6.5822670459747314,0.0,0.0,0.0
6.635879039764404,0.0,0.0,0.0
6.693794012069702,0.0,0.0,0.0
6.738229036331177,0.0,0.0,0.0
6.791499137878418,0.0,0.0,0.0
6.844022035598755,0.0,0.0,0.0
6.898168087005615,0.0,0.0,0.0
6.948966026306152,0.0,0.0,0.0
7.0056939125061035,0.8748625598191657,0.7000524205789267,-0.02888156382488072
7.055032968521118,0.8747220439971433,0.7000099049548263,-0.028664970221822905
7.101083040237427,0.874547057721986,0.700087105607025,-0.02871401694250242
7.156337022781372,0.8746079386699923,0.6999980676030051,-0.02871601035962179
7.2015509605407715,0.8743450929004073,0.6998837520539682,-0.02876558712233912
7.258119106292725,0.8744462069703329,0.6999495256698056,-0.02909448173916296
7.303048133850098,0.8744583329510891,0.7000464801408572,-0.02874926755895091
7.3542160987854,0.8744711353555312,0.6999071237599905,-0.02868629847373061
7.402383089065552,0.8745521623179695,0.7000060065349842,-0.028661899789194756
7.453020095825195,0.8747187823939024,0.69993454224593,-0.029342951944326234
7.512860059738159,0.8742889016946775,0.6999912291823325,-0.028914880844839175
7.566177129745483,0.8743648500994157,0.6998268147305602,-0.02876068403219234
7.617043972015381,0.8746848487103627,0.7000511701413838,-0.029181275627340852
7.677799940109253,0.8747144076276587,0.6999308993171451,-0.02883794604464418
7.7198591232299805,0.8747559477405624,0.6999829894147147,-0.028714722539527227
7.775990009307861,0.8746159616895517,0.7000309613086577,-0.028956462213745038
7.82867693901062,0.8747966493347659,0.7000809786853641,-0.02860261434322231
7.880474090576172,0.8747584295804027,0.7000344277566499,-0.02881505833672282
7.9325361251831055,0.8748352997863249,0.6999850263099727,-0.028752874810763274
7.985742092132568,0.8748493426632189,0.7000164653834704,-0.02863533584385669
8.028454065322876,0.8747853420835965,0.6999615834696573,-0.028716631650391733
8.095333099365234,0.8747278712988489,0.7000067919923869,-0.028759361711648612
8.14388108253479,0.8747056868507446,0.7000399421794989,-0.028812789250556303
8.195683002471924,0.8747455583324502,0.6999074890032935,-0.02878403554093234
8.242933988571167,0.874795392721307,0.699829931539744,-0.028700895194900156
8.299499034881592,0.8747184443479386,0.6999454371222857,-0.028787370254507394
8.354285955429077,0.8742715964439847,0.6999868475573043,-0.02884141608648516
8.398494958877563,0.8748549335574027,0.7001319629522191,-0.028698630937332936
8.4479820728302,0.8748417547606171,0.700110853727868,-0.028798040120509683
8.499336004257202,0.8749082272320119,0.7000021566032748,-0.02872461751951194
8.55811595916748,0.8747897305983929,0.7000539646061414,-0.02875969888456309
8.602796077728271,0.8744178092106933,0.7000536611205042,-0.028893736715968288
8.652167081832886,0.8748402009323208,0.7000464528556911,-0.028604732909640163
8.703371047973633,0.8746722736347334,0.7000327922538421,-0.02881706008831353
8.759387969970703,0.8749242849608296,0.7001078434859369,-0.02857773454990742
8.82039213180542,0.8747187698981882,0.7000352692266927,-0.02884001588425278
8.86207914352417,0.8743017909837918,0.7001424090747161,-0.028859790055057122
8.920203924179077,0.8745627745806333,0.7000138200021364,-0.029076092159564304
8.97732400894165,0.8746358196867368,0.7000813114612832,-0.02893409278557124
9.02734112739563,0.8746722391884854,0.6999402741961926,-0.028882714563655654
9.077670097351074,0.8745659521213685,0.700056582705602,-0.028868816919795037
9.124608993530273,0.8743691655685901,0.7000621704524082,-0.028826319959528224
9.175315141677856,0.8742763471818398,0.7000595988008602,-0.028983819928304122
9.224064111709595,0.8747053276763073,0.6999988981016725,-0.02880821002507794
9.28005599975586,0.8744581928667048,0.7000327539803588,-0.029136692691345
9.33597207069397,0.8746341346758908,0.7000020170660521,-0.028793393991184857
9.387398958206177,0.8744958173601327,0.6998844613380262,-0.028714196398094582
9.435866117477417,0.8748037184305637,0.6999666054335592,-0.028676162077176492
9.486002922058105,0.8748575862435213,0.699975416273735,-0.028670811156029874
9.538646936416626,0.8747982972360222,0.7001437851763941,-0.0286642441872913
9.587728023529053,0.8743796919132278,0.6999472739747219,-0.029017614163858063
9.639405965805054,0.8747635708260475,0.7000967035555741,-0.028883160439145517
9.695333003997803,0.8745915328989458,0.6999931591437294,-0.028987779942191594
9.740247011184692,0.8744991940703302,0.6999021161454917,-0.028833841087406498
9.79101300239563,0.8743408283204706,0.7000047848606332,-0.028976779670830233
9.84372591972351,0.8747213434904177,0.7000041317885146,-0.0288383964039558
9.8887460231781,0.8744890613532545,0.7000293582407684,-0.02889391140504749
9.942075967788696,0.8744934675383265,0.7000561158880814,-0.02899992947156438
9.991130113601685,0.874888758964107,0.700051678399555,-0.02879014649344125
10.040266990661621,0.8744718918564147,0.7001280607833695,-0.028855375830084906
10.084481000900269,0.8743989888977979,0.6998581745108572,-0.02883035609349438
10.137434959411621,0.8747589242193432,0.7000181572131512,-0.02860427090493811
10.2030930519104,0.8745701291563583,0.7001002738413216,-0.02890277005105002
10.252751111984253,0.8747752946742884,0.7000446642934006,-0.02876703799653013
10.309580087661743,0.8744416539105582,0.6999322454728705,-0.029099376853964465
10.369355916976929,0.8747331477474409,0.6999612376444544,-0.02873795437254323
10.42580795288086,0.8748447807030322,0.7000104649361132,-0.028675740830208518
10.479809045791626,0.8745275403597217,0.7000173959864306,-0.028711137377708695
10.535027027130127,0.874745642152478,0.6999349459322004,-0.02876947428574317
10.587515115737915,0.8744659731577011,0.6998984838824718,-0.02888382998897132
